budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
38000000,205298907,The Ugly Truth,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,Robert Luketic,96,Comedy|Romance,584,6.3,2009,38623216.49674821,208665898.200178
100000000,242988466,Cloudy with a Chance of Meatballs,Bill Hader|Anna Faris|James Caan|Mr. T|Benjamin Bratt,Phil Lord|Christopher Miller,90,Animation|Comedy|Family,1116,6.4,2009,101640043.412495,246973582.329756
40000000,46471023,Fantastic Mr. Fox,George Clooney|Meryl Streep|Jason Schwartzman|Bill Murray|Wallace Wolodarsky,Wes Anderson,87,Adventure|Animation|Comedy|Family,711,7.5,2009,40656017.3649981,47233167.9514307
60000000,124596398,Coraline,Dakota Fanning|Teri Hatcher|Jennifer Saunders|Dawn French|Keith David,Henry Selick,100,Animation|Family,711,7.1,2009,60984026.047497205,126639833.017605
150000000,413106170,Night at the Museum: Battle of the Smithsonian,Ben Stiller|Amy Adams|Owen Wilson|Hank Azaria|Robin Williams,Shawn Levy,105,Adventure|Fantasy|Action|Comedy|Family,1108,5.9,2009,152460065.118743,419881290.527696
20000000,136267476,17 Again,Zac Efron|Leslie Mann|Matthew Perry|Tyler Steelman|Allison Miller,Burr Steers,102,Comedy,765,6.0,2009,20328008.682499,138502321.763511
200000000,325233863,A Christmas Carol,Gary Oldman|Jim Carrey|Steve Valentine|Daryl Sabara|Sage Ryan,Robert Zemeckis,96,Animation|Drama,619,6.6,2009,203280086.82499,330567839.545335
65000000,93525586,The Lovely Bones,Rachel Weisz|Mark Wahlberg|Susan Sarandon|Saoirse Ronan|Stanley Tucci,Peter Jackson,136,Fantasy|Drama,600,6.6,2009,66066028.2181219,95059446.21219058
26000000,183293131,Paul Blart: Mall Cop,Kevin James|Keir O'Donnell|Jayma Mays|Raini Rodriguez|Shirley Knight,Steve Carr,91,Action|Adventure|Comedy|Family,510,5.4,2009,26426411.2872487,186299217.920521
16000000,47801389,Hachi: A Dog's Tale,Richard Gere|Joan Allen|Jason Alexander|Cary-Hiroyuki Tagawa|Sarah Roemer,Lasse HallstrÃ¶m,93,Drama|Family,976,7.7,2009,16262406.9459992,48585352.5313757
53000000,126690726,Law Abiding Citizen,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb,F. Gary Gray,109,Drama|Crime|Thriller,900,7.2,2009,53869223.0086225,128768508.90600501
30000000,33333531,The Box,Cameron Diaz|James Marsden|Frank Langella|Michael Zegen|James Rebhorn,Richard Kelly,115,Thriller|Science Fiction,296,5.3,2009,30492013.023748603,33880215.379317604
20000000,34560577,Crank: High Voltage,Jason Statham|Amy Smart|Dwight Yoakam|Efren Ramirez|Julanne Chidi Hill,Mark Neveldine|Brian Taylor,96,Action|Thriller|Crime,560,5.9,2009,20328008.682499,35127385.466408804
33000000,20645327,Pandorum,Ben Foster|Dennis Quaid|Cam Gigandet|Antje Traue|Cung Le,Christian Alvart,108,Action|Horror|Mystery|Science Fiction|Thriller,406,6.2,2009,33541214.3261234,20983919.3254516
30000000,90842646,Drag Me to Hell,Alison Lohman|Justin Long|Lorna Raver|Dileep Rao|David Paymer,Sam Raimi,99,Horror|Thriller,498,6.1,2009,30492013.023748603,92332504.83145942
50000000,155446362,Knowing,Nicolas Cage|Rose Byrne|Chandler Canterbury|Ben Mendelsohn|Nadia Townsend,Alex Proyas,121,Action|Adventure|Drama|Mystery|Science Fiction,817,5.7,2009,50820021.7062476,157995749.819944
5000000,9760104,Moon,Sam Rockwell|Kevin Spacey|Dominique McElligott|Rosie Shaw|Adrienne Shaw,Duncan Jones,97,Science Fiction|Drama,1027,7.4,2009,5082002.17062476,9920173.94270469
150000000,292817841,G-Force,Sam Rockwell|PenÃ©lope Cruz|Tracy Morgan|Jon Favreau|Steve Buscemi,Hoyt Yeatman,88,Fantasy|Action|Adventure|Family|Comedy,340,5.1,2009,152460065.118743,297620180.711931
100000000,150166126,The Taking of Pelham 1 2 3,Denzel Washington|John Travolta|Luis GuzmÃ¡n|Victor Gojcaj|John Turturro,Tony Scott,106,Thriller|Drama|Crime,551,6.1,2009,101640043.412495,152628915.657262
18500000,31912793,The Invention of Lying,Ricky Gervais|Jennifer Garner|Jonah Hill|Louis C.K.|Jeffrey Tambor,Ricky Gervais|Matthew Robinson,100,Comedy|Romance|Fantasy,305,5.8,2009,18803408.0313116,32436176.659339696
40000000,108332743,Confessions of a Shopaholic,Isla Fisher|Hugh Dancy|Krysten Ritter|Joan Cusack|John Goodman,P.J. Hogan,104,Comedy|Romance,445,6.0,2009,40656017.3649981,110109447.015147
0,102223269,Ghosts of Girlfriends Past,Matthew McConaughey|Jennifer Garner|Michael Douglas|Breckin Meyer|Lacey Chabert,Mark Waters,100,Fantasy|Comedy|Romance,452,5.5,2009,0.0,103899774.989271
50000000,40828540,Gamer,Gerard Butler|Michael C. Hall|Logan Lerman|Amber Valletta|Terry Crews,Mark Neveldine|Brian Taylor,95,Action|Thriller|Science Fiction,484,5.6,2009,50820021.7062476,41498145.780688
47000000,3547209,Mr. Nobody,Jared Leto|Diane Kruger|Linh Äan Pháº¡m|Sarah Polley|Rhys Ifans,Jaco Van Dormael,141,Science Fiction|Drama|Romance|Fantasy,827,7.8,2009,47770820.403872795,3605384.76753194
70000000,171844840,Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,Peter Billingsley,113,Comedy|Romance,372,5.3,2009,71148030.38874671,174663169.978133
26000000,43318349,Brothers,Tobey Maguire|Jake Gyllenhaal|Natalie Portman|Sam Shepard|Mare Winningham,Jim Sheridan,104,Drama|Thriller|War,381,6.7,2009,26426411.2872487,44028788.7291762
32000000,27635305,The Road,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,John Hillcoat,111,Adventure|Drama,600,6.7,2009,32524813.8919985,28088535.999175396
175000000,381509870,Monsters vs Aliens,Seth Rogen|Reese Witherspoon|Hugh Laurie|Paul Rudd|Kiefer Sutherland,Rob Letterman|Conrad Vernon,94,Animation|Family|Adventure|Science Fiction,932,6.0,2009,177870075.97186598,387766797.490954
3000000,2357852,Fish Tank,Katie Jarvis|Michael Fassbender|Kierston Wareing|Rebecca Griffiths|Harry Treadaway,Andrea Arnold,123,Drama,124,6.6,2009,3049201.30237486,2396521.79640238
40000000,129540499,Julie & Julia,Meryl Streep|Amy Adams|Stanley Tucci|Chris Messina|Linda Emond,Nora Ephron,123,Romance|Drama,341,6.5,2009,40656017.3649981,131665019.420363
15000000,8459458,Chloe,Julianne Moore|Liam Neeson|Amanda Seyfried|Max Thieriot|R. H. Thomson,Atom Egoyan,96,Drama|Thriller|Mystery,297,5.9,2009,15246006.511874301,8598196.78366181
80000000,214104620,Public Enemies,Christian Bale|Johnny Depp|Giovanni Ribisi|Billy Crudup|Marion Cotillard,Michael Mann,140,History|Crime|Drama,853,6.5,2009,81312034.7299962,217616028.716158
16000000,31556061,Jennifer's Body,Megan Fox|Amanda Seyfried|Johnny Simmons|Adam Brody|J.K. Simmons,Karyn Kusama,100,Comedy|Horror,441,5.2,2009,16262406.9459992,32073594.0996735
20000000,41596251,Orphan,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder|Jimmy Bennett,Jaume Collet-Serra,123,Horror|Thriller|Mystery,707,6.5,2009,20328008.682499,42278447.5743705
15000000,40105542,All About Steve,Sandra Bullock|Thomas Haden Church|Bradley Cooper|Ken Jeong|DJ Qualls,Phil Traill,99,Comedy,192,4.6,2009,15246006.511874301,40763290.2996165
40000000,186167139,The Final Destination,Bobby Campo|Shantel VanSanten|Nick Zano|Haley Webb|Krista Allen,David R. Ellis,82,Horror|Mystery,472,5.5,2009,40656017.3649981,189220360.8994
75000000,443140005,Alvin and the Chipmunks: The Squeakquel,Zachary Levi|David Cross|Jason Lee|Justin Long|Matthew Gray Gubler,Betty Thomas,88,Comedy|Family|Animation|Fantasy|Music,414,5.3,2009,76230032.5593715,450407693.46013397
4500000,3606395,After.Life,Liam Neeson|Justin Long|Christina Ricci|Josh Charles|Chandler Canterbury,Agnieszka Wojtowicz-Vosloo,104,Drama|Horror|Mystery|Thriller,130,5.2,2009,4573801.95356229,3665541.44362606
30000000,114663461,Bride Wars,Anne Hathaway|Kate Hudson|Bryan Greenberg|Chris Pratt|Steve Howey,Gary Winick,89,Comedy,501,5.8,2009,30492013.023748603,116543991.53866899
10000000,63647833,Precious,Gabourey Sidibe|Mo'Nique|Paula Patton|Mariah Carey|Lenny Kravitz,Lee Daniels,110,Drama,205,6.8,2009,10164004.3412495,64691685.0923125
60000000,87784194,State of Play,Russell Crowe|Ben Affleck|Rachel McAdams|Robin Wright|Jason Bateman,Kevin Macdonald,127,Action,257,6.6,2009,60984026.047497205,89223892.89090909
16000000,76514050,The Unborn,Odette Annable|Gary Oldman|Meagan Good|Cam Gigandet|Idris Elba,David S. Goyer,87,Horror|Thriller|Mystery,186,4.9,2009,16262406.9459992,77768913.63665842
14700000,8049666,"New York, I Love You",Natalie Portman|Shia LaBeouf|Orlando Bloom|Christina Ricci|Hayden Christensen,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,103,Drama|Comedy|Romance,116,5.6,2009,14941086.3816368,8181684.01696087
41000000,91636986,"I Love You, Man",Paul Rudd|Rashida Jones|Jason Segel|Sarah Burns|Jaime Pressly,John Hamburg,105,Comedy,304,6.4,2009,41672417.799123,93139872.3523022
22000000,35424826,The Informant!,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Ann Dowd,Steven Soderbergh,108,Comedy|Crime|Drama|Thriller,170,6.0,2009,22360809.5507489,36005808.525200896
50000000,106303988,Race to Witch Mountain,Dwayne Johnson|AnnaSophia Robb|Alexander Ludwig|Carla Gugino|Chris Marquette,Andy Fickman,98,Adventure|Family|Fantasy|Science Fiction|Thriller,308,5.4,2009,50820021.7062476,108047419.552413
27000000,29000000,Case 39,RenÃ©e Zellweger|Jodelle Ferland|Ian McShane|Kerry O'Malley|Callum Keith Rennie,Christian Alvart,109,Horror|Mystery|Thriller,298,6.0,2009,27442811.7213737,29475612.589623604
50000000,36348784,The Boat That Rocked,Tom Sturridge|Philip Seymour Hoffman|Rhys Ifans|Bill Nighy|Emma Thompson,Richard Curtis,116,Drama|Comedy,392,7.1,2009,50820021.7062476,36944919.8375141
20000000,51416464,Daybreakers,Ethan Hawke|Sam Neill|Willem Dafoe|Claudia Karvan|Isabel Lucas,Michael Spierig|Peter Spierig,98,Fantasy|Horror|Action|Thriller|Science Fiction,368,5.9,2009,20328008.682499,52259716.33077
39000000,101229792,The Time Traveler's Wife,Eric Bana|Rachel McAdams|Michelle Nolden|Arliss Howard|Ron Livingston,Robert Schwentke,107,Drama|Romance|Fantasy,478,6.5,2009,39639616.9308731,102890004.535178
0,948753,Fanboys,Sam Huntington|Chris Marquette|Dan Fogler|Jay Baruchel|Kristen Bell,Kyle Newman,90,Adventure|Comedy,193,6.1,2009,0.0,964312.9610773509
11000000,791867,Antichrist,Willem Dafoe|Charlotte Gainsbourg|Storm Acheche SahlstrÃ¸m,Lars von Trier,108,Drama|Horror|Thriller,333,6.2,2009,11180404.7753744,804853.9625692241
18000000,36133014,Love Happens,Aaron Eckhart|Jennifer Aniston|Judy Greer|Martin Sheen|Deirdre Blades,Brandon Camp,109,Drama|Romance,117,5.5,2009,18295207.814249102,36725611.115843
38000000,45465299,Push,Dakota Fanning|Camilla Belle|Chris Evans|Djimon Hounsou|Maggie Siff,Paul McGuigan,111,Action,367,5.8,2009,38623216.49674821,46210949.64122079
17000000,29536299,Brooklyn's Finest,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,Antoine Fuqua,133,Crime|Drama|Thriller,161,6.1,2009,17278807.3801242,30020707.126044396
11000000,68233629,Saw VI,Tobin Bell|Costas Mandylor|Betsy Russell|Mark Rolston|Peter Outerbridge,Kevin Greutert,90,Horror|Mystery,379,5.9,2009,11180404.7753744,69352690.137521
35000000,27409889,The Young Victoria,Emily Blunt|Jim Broadbent|Mark Strong|Paul Bettany|Miranda Richardson,Jean-Marc VallÃ©e,105,Drama|History|Romance,201,6.9,2009,35574015.194373295,27859423.0789167
7000000,31430334,A Serious Man,Michael Stuhlbarg|Richard Kind|Fred Melamed|Sari Lennick|Aaron Wolff,Ethan Coen|Joel Coen,105,Comedy|Drama,240,6.4,2009,7114803.03887467,31945805.1222922
14000000,22852638,A Perfect Getaway,Milla Jovovich|Timothy Olyphant|Steve Zahn|Chris Hemsworth|Anthony Ruivivar,David Twohy,98,Thriller|Mystery|Adventure,185,6.1,2009,14229606.0777493,23227431.1841004
0,12032983,Spread,Ashton Kutcher|Anne Heche|Margarita Levieva|Sebastian Stan|Ashley Johnson,David Mackenzie,97,Comedy,170,5.3,2009,0.0,12230329.1450181
40000000,12206028,Whiteout,Kate Beckinsale|Gabriel Macht|Tom Skerritt|Columbus Short|Shawn Doyle,Dominic Sena,101,Action|Crime|Mystery|Thriller,114,5.2,2009,40656017.3649981,12406212.1581413
0,41624046,The Uninvited,Emily Browning|Arielle Kebbel|David Strathairn|Elizabeth Banks|Maya Massar,Charles Guard|Thomas Guard,87,Drama|Horror|Thriller,223,6.0,2009,0.0,42306698.424437
13000000,10652035,I Love You Phillip Morris,Jim Carrey|Ewan McGregor|Leslie Mann|Rodrigo Santoro|Brennan Brown,Glenn Ficarra|John Requa,98,Comedy|Drama|Romance,311,6.3,2009,13213205.643624302,10826732.9983141
13000000,754249,Enter the Void,Nathaniel Brown|Paz de la Huerta|Cyril Roy|Masato Tanno|Jesse Kuhn,Gaspar NoÃ©,161,Fantasy|Drama,195,7.1,2009,13213205.643624302,766619.011038312
20000000,17280326,12 Rounds,John Cena|Ashley Scott|Brian J. White|Aidan Gillen|Steve Harris,Renny Harlin,108,Action|Adventure|Drama|Thriller,130,5.9,2009,20328008.682499,17563730.8482207
9000000,70000000,3 Idiots,Aamir Khan|Kareena Kapoor|Madhavan|Sharman Joshi|Boman Irani,Rajkumar Hirani,170,Drama|Comedy|Romance,662,7.8,2009,9147603.90712458,71148030.38874671
150000000,836297228,Transformers: Revenge of the Fallen,Shia LaBeouf|Megan Fox|Josh Duhamel|Rainn Wilson|Tyrese Gibson,Michael Bay,150,Science Fiction|Action|Adventure,2230,6.0,2009,152460065.118743,850012865.5966951
24000000,68729358,The Men Who Stare at Goats,George Clooney|Ewan McGregor|Jeff Bridges|Kevin Spacey|Robert Patrick,Grant Heslov,93,Comedy|War,435,5.8,2009,24393610.4189988,69856549.3083293
40000000,60462347,Ninja Assassin,Rain|Naomie Harris|Sung Kang|Randall Duk Kim|Rick Yune,James McTeigue,99,Action|Crime|Thriller,218,6.1,2009,40656017.3649981,61453955.7390135
20000000,5210988,Bandslam,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,Todd Graff,111,Comedy|Drama|Family|Music,75,5.5,2009,20328008.682499,5296450.46541992
100000000,100086793,Where the Wild Things Are,Max Records|Catherine Keener|Lauren Ambrose|James Gandolfini|Catherine O'Hara,Spike Jonze,101,Family|Fantasy,312,6.3,2009,101640043.412495,101728259.855374
85000000,219103655,It's Complicated,Meryl Streep|Alec Baldwin|Steve Martin|Lake Bell|Mary Kay Place,Nancy Meyers,121,Comedy|Romance,225,6.2,2009,86394036.900621,222697050.060364
100000000,68688831,Land of the Lost,Will Ferrell|Anna Friel|Danny McBride|Jorma Taccone|Matt Lauer,Brad Silberling,102,Adventure|Comedy|Science Fiction,220,5.4,2009,101640043.412495,69815357.6479355
60000000,122233971,Invictus,Morgan Freeman|Matt Damon|Tony Kgoroge|Patrick Mofokeng|Matt Stern,Clint Eastwood,134,Drama|History,675,6.9,2009,60984026.047497205,124238661.18921599
70000000,104945765,Planet 51,Dwayne Johnson|Seann William Scott|Jessica Biel|Justin Long|Gary Oldman,Jorge Blanco|Javier Abad|Marcos MartÃ­nez,91,Science Fiction|Animation|Family|Comedy|Adventure,354,5.7,2009,71148030.38874671,106666921.105575
0,4706919,Dorian Gray,Ben Barnes|Colin Firth|Rebecca Hall|Emilia Fox|Ben Chaplin,Oliver Parker,112,Fantasy|Drama|Thriller,291,5.8,2009,0.0,4784114.51499099
0,77527732,The Haunting in Connecticut,Virginia Madsen|Kyle Gallner|Martin Donovan|Amanda Crew|Elias Koteas,Peter Cornwell,102,Thriller|Horror,141,6.1,2009,0.0,78799220.461523
60000000,62357900,Year One,Jack Black|Michael Cera|Olivia Wilde|Oliver Platt|David Cross,Harold Ramis,97,Comedy|Adventure,312,4.5,2009,60984026.047497205,63380596.6311204
0,19406406,Oceans,Pierce Brosnan|Jacques Perrin|Rie Miyazawa|Aldo Baglio|Matthias Brandt,Jacques Perrin|Jacques Cluzaud,84,Documentary|Family,75,7.4,2009,0.0,19724679.483205102
15000000,100734718,My Bloody Valentine,Jensen Ackles|Jaime King|Kerr Smith|Betsy Rue|Edi Gathegi,Patrick Lussier,101,Mystery|Horror,151,5.3,2009,15246006.511874301,102386811.106654
35000000,92219310,Old Dogs,Robin Williams|John Travolta|Seth Green|Justin Long|Matt Dillon,Walt Becker,88,Comedy|Family,124,5.2,2009,35574015.194373295,93731746.71870358
0,199436,Bitch Slap,Julia Voth|Erin Cummings|America Olivo|Michael Hurst|Kevin Sorbo,Rick Jacobson,109,Drama|Action|Comedy|Thriller|Crime,50,4.5,2009,0.0,202706.836980144
70000000,39041505,Agora,Rachel Weisz|Max Minghella|Oscar Isaac|Ashraf Barhom|Michael Lonsdale,Alejandro AmenÃ¡bar,127,Adventure|Drama|History,238,6.6,2009,71148030.38874671,39681802.630891494
8000000,10629321,The Boondock Saints II: All Saints Day,"Sean Patrick Flanery|Norman Reedus|Billy Connolly|Clifton Collins, Jr.|Julie Benz",Troy Duffy,118,Action|Thriller|Crime,151,5.9,2009,8131203.47299962,10803646.478853399
25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Nicolas Cage|Eva Mendes|Val Kilmer|Fairuza Balk|Shawn Hatosy,Werner Herzog,122,Drama|Crime,157,5.8,2009,25410010.8531238,10762767.8697934
30000000,61808775,The Imaginarium of Doctor Parnassus,Christopher Plummer|Heath Ledger|Johnny Depp|Jude Law|Colin Farrell,Terry Gilliam,123,Adventure|Fantasy|Mystery,502,6.2,2009,30492013.023748603,62822465.7427315
20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,Crime|Drama|Horror|Mystery|Thriller,63,6.0,2009,20328008.682499,1034086.81807916
20000000,22942221,Armored,Columbus Short|Laurence Fishburne|Skeet Ulrich|Amaury Nolasco|Matt Dillon,NimrÃ³d Antal,88,Action|Crime|Drama|Thriller,117,5.6,2009,20328008.682499,23318483.3841906
0,5802422,Carriers,Lou Taylor Pucci|Chris Pine|Piper Perabo|Emily VanCamp|Christopher Meloni,Ã€lex Pastor|David Pastor,84,Action|Drama|Horror|Science Fiction|Thriller,143,5.7,2009,0.0,5897584.23977618
40000000,28169671,Cirque du Freak: The Vampire's Assistant,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,Paul Weitz,109,Adventure|Fantasy|Action|Thriller,218,5.5,2009,40656017.3649981,28631665.833557103
9000000,985117,Leaves of Grass,Susan Sarandon|Richard Dreyfuss|Keri Russell|Melanie Lynskey|Edward Norton,Tim Blake Nelson,104,Comedy|Crime|Drama|Thriller,67,5.6,2009,9147603.90712458,1001273.34646387
7500000,26096852,An Education,Carey Mulligan|Olivia Williams|Peter Sarsgaard|Alfred Molina|Cara Seymour,Lone Scherfig,100,Drama|Romance,234,6.8,2009,7623003.25593715,26524851.7020946
75000000,61458982,Funny People,Adam Sandler|Seth Rogen|Leslie Mann|Eric Bana|Jonah Hill,Judd Apatow,146,Comedy|Drama,213,5.5,2009,76230032.5593715,62466935.9856777
25000000,163670000,Up in the Air,George Clooney|Vera Farmiga|Anna Kendrick|Jason Bateman|Melanie Lynskey,Jason Reitman,109,Drama|Romance,751,6.6,2009,25410010.8531238,166354259.053231
65000000,44091067,Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,94,Animation|Action|Family|Science Fiction,284,6.0,2009,66066028.2181219,44814179.6398324
50000000,60161391,The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,118,Drama|Thriller|Crime,207,5.8,2009,50820021.7062476,61148063.929960996
14000000,875386,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,Adventure|Action|Science Fiction|Thriller,64,5.3,2009,14229606.0777493,889742.7104269059
85000000,363164265,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,Action|Crime|Drama|Thriller,1661,6.4,2009,86394036.900621,369120316.604669
20000000,17436509,Capitalism: A Love Story,Michael Moore|Thora Birch|William Black|Elijah Cummings|Baron Hill,Michael Moore,120,Documentary,78,6.9,2009,20328008.682499,17722475.3172236
15000000,39421467,Halloween II,Scout Taylor-Compton|Sheri Moon Zombie|Tyler Mane|Chase Wright Vanek|Brad Dourif,Rob Zombie,105,Horror,131,5.2,2009,15246006.511874301,40067996.1726425
0,24007324,Observe and Report,Seth Rogen|Anna Faris|Michael PeÃ±a|Ray Liotta|Collette Wolfe,Jody Hill,86,Comedy|Crime|Drama,112,5.5,2009,0.0,24401054.5357784
35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,Comedy|Drama|Family|Music|Romance,247,5.8,2009,35574015.194373295,158096289.101687
0,32474120,Fighting,Channing Tatum|Terrence Howard|Zulay Henao|Roger Guenveur Smith|Brian J. White,Dito Montiel,105,Action|Adventure|Crime|Drama|Thriller,118,5.7,2009,0.0,33006709.6658258
15000000,8786375,Banlieue 13 - Ultimatum,Cyril Raffaelli|David Belle|Philippe Torreton|Daniel Duval|Elodie Yung,Patrick Alessandrin,101,Action|Thriller|Crime,193,5.9,2009,15246006.511874301,8930475.36438463
45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,Adventure|Comedy|Family|Fantasy|Science Fiction,146,5.1,2009,45738019.5356229,58830330.44601071
0,2277396,Adam,Hugh Dancy|Rose Byrne|Peter Gallagher|Amy Irving|Frankie Faison,Max Mayer,99,Drama|Romance,76,6.8,2009,0.0,2314746.28307443
3400000,9444018,The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,88,Horror|Thriller,172,6.2,2009,3455761.47602484,9598903.99508387
0,27412220,Die PÃ¤pstin,John Goodman|Johanna Wokalek|David Wenham|Iain Glen|Edward Petherbridge,SÃ¶nke Wortmann,149,Drama,47,6.3,2009,0.0,27861792.3083287
10000000,42333295,The Fourth Kind,Milla Jovovich|Will Patton|Hakeem Kae-Kazim|Corey Johnson|Enzo Cilenti,Olatunde Osunsanmi,98,Science Fiction|Thriller,244,5.6,2009,10164004.3412495,43027579.4159397
15000000,5024782,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,90,Comedy|Drama|Romance,42,5.7,2009,15246006.511874301,5107190.60618325
800000,867714,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,J Blakeson,100,Crime|Drama|Thriller,74,6.3,2009,813120.3472999621,881944.886296299
78146652,60000000,Duplicity,Clive Owen|Julia Roberts|Paul Giamatti|Tom Wilkinson|Lisa Roberts Gillan,Tony Gilroy,125,Thriller,124,5.5,2009,79428291.0182116,60984026.047497205
8500000,4440055,Bright Star,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,Jane Campion,119,Drama|Romance,65,6.3,2009,8639403.6900621,4512873.82953867
9500000,17164377,Adventureland,Jesse Eisenberg|Kristen Stewart|Martin Starr|Kristen Wiig|Bill Hader,Greg Mottola,107,Comedy,400,6.3,2009,9655804.12418705,17445880.2342843
8000000,10848783,Extract,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Mike Judge,92,Comedy,94,5.8,2009,8131203.47299962,11026707.7509274
3500000,44462,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,Drama|Action|Comedy|Crime,85,6.3,2009,3557401.51943733,45191.1961020636
80000000,53825515,Nine,Judi Dench|Daniel Day-Lewis|Marion Cotillard|PenÃ©lope Cruz|Sophia Loren,Rob Marshall,112,Drama|Music|Romance,95,5.0,2009,81312034.7299962,54708276.812999204
6500000,1521261,The Messenger,Ben Foster|Woody Harrelson|Jena Malone|Eamonn Walker|Samantha Morton,Oren Moverman,113,Drama|History,61,6.9,2009,6606602.82181219,1546210.34081736
17000000,14899417,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,Sam Mendes,98,Drama|Comedy|Romance,103,6.6,2009,17278807.3801242,15143773.9070087
17000000,20455276,My Life in Ruins,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis|Alistair McGowan|Harland Williams,Donald Petrie,95,Comedy|Romance,56,5.7,2009,17278807.3801242,20790751.4065457
30000000,95714875,My Sister's Keeper,Cameron Diaz|Alec Baldwin|Abigail Breslin|Joan Cusack|Sofia Vassilieva,Nick Cassavetes,109,Drama,354,7.0,2009,30492013.023748603,97284640.5022156
0,1162422,The Cove,Joe Chisholm|Mandy-Rae Cruikshank|Charles Hambleton|Simon Hutchins|Kirk Krack,Louie Psihoyos,92,Documentary,146,7.9,2009,0.0,1181486.22543639
60000000,31720158,The Soloist,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,Joe Wright,109,Drama,133,6.5,2009,60984026.047497205,32240382.3617121
19000000,91379051,Friday the 13th,Derek Mears|Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle,Marcus Nispel,97,Horror,275,5.6,2009,19311608.248374104,92877707.10632621
25000000,1037335,Crossing Over,Harrison Ford|Ray Liotta|Ashley Judd|Jim Sturgess|Cliff Curtis,Wayne Kramer,113,Drama,49,5.8,2009,25410010.8531238,1054347.744333
7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,Thriller|Crime|Drama|Action,172,6.6,2009,7419723.16911216,10499159.3352009
80000000,122444772,Surrogates,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Jonathan Mostow,89,Action|Science Fiction|Thriller,755,5.7,2009,81312034.7299962,124452919.41713001
50000000,12764201,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,Action|Adventure|Science Fiction|Thriller,71,4.1,2009,50820021.7062476,12973539.4376581
35000000,73034460,Hotel for Dogs,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,Thor Freudenthal,100,Comedy|Family,108,5.6,2009,35574015.194373295,74232256.85008149
